common_voice_en_30535397.mp3	HERE SHE LAUNCHED AND DIRECTED THE ELECTROCHEMICAL MATERIALS GROUP
common_voice_en_32640740.mp3	IT EARNED THE FIFTH POSITION IN THE GENERAL MEDAL TABLE
common_voice_en_24427130.mp3	AFTER THAT HE AND HIS BROTHER CHRISTOPHER WERE PUT INTO FOSTER CARE SEPARATELY
common_voice_en_27658680.mp3	HE WAS NAMED THE DALLY M ROOKIE OF THE YEAR
common_voice_en_19524811.mp3	DESPITE THE TANTALIZING POSSIBILITIES LAWS HEDGES HIS BETS AND NEVER CUTS LOOSE
common_voice_en_17793521.mp3	HOW CAN WE OBTAIN A PRIORI KNOWLEDGE FOR EACH INDIVIDUAL
common_voice_en_32941588.mp3	VON BRANDIS BOUGHT GEORGE NATURAL REMEDIES AND RAN THE BUSINESS FOR TWO YEARS
common_voice_en_29475211.mp3	HE DIED IN MERAN
common_voice_en_31070494.mp3	THE OPENING CLOSEST TO THE ENTRANCE ON EACH SIDE CONTAINS BRONZE FRAMES
common_voice_en_22305796.mp3	YES
common_voice_en_31598995.mp3	HE ATTENDED BOSTON COLLEGE HIGH SCHOOL AND BOSTON COLLEGE
common_voice_en_22975991.mp3	THERE ARE TWO GYMS AND AN INDOOR POOL
common_voice_en_19934252.mp3	THE PANTAGRAPH AGREED WITH STEPHENS IN AN EDITORIAL
common_voice_en_17840469.mp3	THOSE PEOPLE ARE KICK ASS SAMBA DANCERS
common_voice_en_18093355.mp3	THE CEO OF THAT JAPANESE COMPANY RESIGNED
common_voice_en_30741425.mp3	THE MANDIBLE WAS SO UNUSUAL THAT RESEARCHERS DID NOT KNOW HOW TO CLASSIFY IT
common_voice_en_31273978.mp3	THESE CHARACTERISTICS MADE HIM FAMOUS IN THE HISTORY OF CHINA
common_voice_en_32767778.mp3	THE CONSERVATIVE PARTY REGAINED CONTROL OF THE COUNCIL FROM NO OVERALL CONTROL
common_voice_en_22335218.mp3	SETH CONTINUES TO DETERIORATE LOSING BODY PARTS AND BECOMING LESS HUMAN IN APPEARANCE
common_voice_en_551456.mp3	JIM BECAME HEAD OF THE DRAFT BOARD
common_voice_en_20172863.mp3	THERE IS THE INTERPLAY OF PERSONIFIED FORCES OF NATURE LIKE WINDS AND RIVERS
common_voice_en_32377073.mp3	CHINA WON IN FOUR OUT OF THE FIVE CONTESTED WEIGHT CATEGORIES
common_voice_en_18303527.mp3	OPEN SOURCE TECHNOLOGY MEANS PEOPLE DONT NEED TO KEEP REINVENTING THE WHEEL
common_voice_en_19935427.mp3	THE FAN RECEIVED A SIGNED TEAM JERSEY
common_voice_en_32769673.mp3	PRINCIPAL LANDOWNERS WERE THE ECCLESIASTICAL COMMISSIONERS
common_voice_en_20972098.mp3	BRAZILIAN ROCK BAND SWIANNE CURRENTLY PERFORM THE SONG REGULARLY IN THEIR CONCERTS
common_voice_en_26942895.mp3	MESSRS STEPHEN AND STITT WERE SAID TO HAVE PERSONALITIES AS DIVERSE
common_voice_en_26351936.mp3	THIRLWELL WAS BORN IN MELBOURNE AUSTRALIA
common_voice_en_22301632.mp3	SEVEN
common_voice_en_4561565.mp3	SLIDE THE BILL BETWEEN THE TWO LEAVES
common_voice_en_19934255.mp3	THERE ARE VARIOUS LOCAL UNITS OF THIS ORGANIZATION THROUGHOUT THE COUNTRY
common_voice_en_30657991.mp3	HE IS AN ENDORSER OF CORDOBA GUITARS
common_voice_en_19941711.mp3	ONE MAJOR ADDITION INVOLVES THE ROLE OF THE SAGE DADHICHI
common_voice_en_31565724.mp3	HER ELDER SISTER SOE MYAT THUZAR IS ALSO AN ACTRESS
common_voice_en_31767561.mp3	THERE WERE NO CASUALTIES ABOARD SETTER
common_voice_en_31684111.mp3	THERE ARE TOO MANY VISITS IN HOMES
common_voice_en_17507716.mp3	I PROMISE I WILL BE CAREFUL
common_voice_en_22111817.mp3	EIGHT
common_voice_en_18707945.mp3	THEY HAVE TWO CHILDREN ERIK AND ALEXANDRA
common_voice_en_17840246.mp3	CREDIT WON BY LYING IS QUICK IN DYING
common_voice_en_22190565.mp3	ZERO
common_voice_en_31003678.mp3	HE ALSO REPRESENTS THE GEORGIA NATIONAL TEAM
common_voice_en_23631965.mp3	ID GO AND HIDE I WOULD QUICKLY DISAPPEAR FOR A FEW WEEKS
common_voice_en_17938442.mp3	DONT TRY TO TEACH YOUR GRAND MOTHER TO SUCK EGGS
common_voice_en_32873704.mp3	IT IS BASED ON A TEMPLATE
common_voice_en_25021926.mp3	THE MEASURE WAS ULTIMATELY DEFEATED
common_voice_en_32377450.mp3	BOTH WERE ACTIVE MEMBERS OF THE UNION CHURCH IN OGDEN
common_voice_en_31693756.mp3	LATER IN THE YEAR SHE FINALLY WON ELECTION TO SHEFFIELD CITY COUNCIL
common_voice_en_21374777.mp3	SUCH IGNOMINY CAN NEVER BE WIPED AWAY
common_voice_en_19769662.mp3	THE RESPECTABLE YOUNG ENGLISHMEN SHE MET AT THE LATTER DID NOT APPEAL TO HER
common_voice_en_19704669.mp3	IN THAT ASSEMBLY HE SERVED SEVERAL TERMS AS SPEAKER
common_voice_en_30565433.mp3	IT WAS THEN DIVIDED INTO THREE WARDS
common_voice_en_26675808.mp3	IT ISNT THEATRICAL
common_voice_en_31780424.mp3	THE PENTAGON ALSO OFFERED THE FAMILIES HELP IN RELOCATING TO THE UNITED STATES
common_voice_en_22300294.mp3	SEVEN
common_voice_en_30894627.mp3	THE EXACT DATES AND FORMAT ARE YET TO BE REVEALED
common_voice_en_19685105.mp3	WHEN THE CRASH HAPPENED JOHNSONS SCALP WAS NEARLY SHEARED OFF
common_voice_en_25179892.mp3	ON THE EAST SIDE IS THE WEST DOORWAY OF THE NAVE
common_voice_en_17768667.mp3	THE RECLUSE FROM LITHUANIA AND HIS COMPATRIOT WERE MAKING UP STORIES ABOUT MERMAIDS AND FAYS
common_voice_en_32639730.mp3	HE ALSO ORGANISED CULTURAL EVENTS
common_voice_en_29434734.mp3	HE OPENED HIS PRACTICE IN COLUMBIA BUT ALSO HAD FARMING INTERESTS
common_voice_en_30576051.mp3	HER HEARING LOSS PROGRESSIVELY WORSENED AS SHE GOT OLDER
common_voice_en_20936410.mp3	ITS ORIGINAL BANK VAULT DOOR IS THE LARGEST IN THE WORLD
common_voice_en_30681967.mp3	SHE ATTENDED THE AKADEMIE VIR DRAMAKUNS FOR TWO YEARS
common_voice_en_24601943.mp3	THE CURRENT COMMERCIAL SOURCES OF TOCOTRIENOL ARE RICE AND PALM
common_voice_en_25076998.mp3	A LAKEVIEW BRANCH OF THE CHICAGO PUBLIC LIBRARY WAS RENAMED IN JOHN MERLOS HONOR
common_voice_en_30951482.mp3	HE THEN BECAME AN INSTRUCTOR AT THE ZOOLOGY BEFORE JOINING JOHNS HOPKINS UNIVERSITY
common_voice_en_19941526.mp3	LIKE WASHINGTON HE SURVIVED THE DISASTROUS BATTLE OF THE MONONGAHELA
common_voice_en_19627215.mp3	ITS BLOOM PERIOD IS JULY TO OCTOBER IN NORTH AMERICA
common_voice_en_19735675.mp3	IT HAS GOT A TEMPLE DEDICATED TO LORD VISHNU WHO IS WORSHIPPED AS BYTRAYAPPA
common_voice_en_31756128.mp3	THE HEAD COACH WAS LUTE OLSON
common_voice_en_18220645.mp3	EXCUSE ME NUDISM IS NOT ALLOWED ON THIS PART OF THE BEACH
common_voice_en_86581.mp3	I HAVE WATCHED THE CARAVAN AS IT CROSSED THE DESERT HE SAID
common_voice_en_17250431.mp3	VERMICELLI A TRIO OR MUSICAL PIECE FOR THREE VOICES OR INSTRUMENTS
common_voice_en_31534149.mp3	OBTAINING FOOD OUTSIDE OF THE RATIONING SYSTEM WAS CRIMINALISED
common_voice_en_19936967.mp3	FEMALES ARE TYPICALLY LARGER AND MORE RUFESCENT THAN THE MALES
common_voice_en_18977842.mp3	WHITE CHRISTMASES ARE BECOMING RARE IN POLAND
common_voice_en_17810374.mp3	THE GOOSE WAS BROUGHT STRAIGHT FROM THE OLD MARKET
common_voice_en_32117455.mp3	WHICH THEY SELL VERY EASILY
common_voice_en_18136844.mp3	THEY FELT THAT THE SALESMAN HAD LIED TO THEM
common_voice_en_31762200.mp3	HE DIED IN HIS HOME IN CECIL COUNTY
common_voice_en_32775799.mp3	ANNUAL ADDRESSES BY BOTH MILITARY AND POLICE LEADERSHIP HIGHLIGHT THE IMPORTANCE OF COMMUNITY SERVICE
common_voice_en_32171854.mp3	THE UPPER LEVEL HAS VARIOUS INSCRIPTIONS SURMOUNTING THE CHAMBER
common_voice_en_32545930.mp3	SHE ALSO PLAYED JAZZ WITH ROBERT FRANK AND IGGY QUAIL
common_voice_en_18198215.mp3	THE MOTORCYCLE MADE A LOUD NOISE
common_voice_en_31585718.mp3	GEORGE WILLIAM WAS APPARENTLY QUITE FOND OF TELLING THIS STORY
common_voice_en_26233296.mp3	AS FOR THE MARINES THEY ARE THE ARMED BRANCH OF THE WORLD GOVERNMENT
common_voice_en_540956.mp3	IM GOING TO THEM
common_voice_en_21195578.mp3	TODAY STEWARTBY PARISH ALSO INCLUDES KEMPSTON HARDWICK
common_voice_en_19489627.mp3	FOR WEEKS GREENBERG SLEPT UPRIGHT THE ONLY WAY TO TOLERATE THE EXCRUCIATING HEADACHES
common_voice_en_20234122.mp3	THIS DIPLOMATIC AND TRADE MISSION WOULD BE HEADED BY LORD MACARTNEY
common_voice_en_66713.mp3	THEYRE GOING TO BELIEVE THAT ONE
common_voice_en_31500131.mp3	HE PLAYED COLLEGE BASKETBALL FOR THE HOUSTON BAPTIST HUSKIES AND WAKE FOREST DEMON DEACONS
common_voice_en_32377886.mp3	SHE ATTENDED PRIMARY SCHOOL LOCALLY
common_voice_en_19954794.mp3	IT WILL LATER EXPAND STATEWIDE
common_voice_en_551373.mp3	MANY PEOPLE IN WHITE SHIRTS ARE WALKING DOWN A STREET
common_voice_en_551377.mp3	A WOMAN WORKS THE COUNTER OF A CARNIVAL GAME
common_voice_en_18854895.mp3	THE COUNTY SEAT IS PRINEVILLE
common_voice_en_19948136.mp3	SHE ARRIVED HONG KONG WITH HER YOUNGER BROTHER WHEN SHE WAS FIVE
common_voice_en_19058131.mp3	TO THEIR SURPRISE THEY RECEIVED AN APOLOGY
common_voice_en_19708695.mp3	HE WORKED FOR A TIME AS AN ASSISTANT TO THE PRODUCER OF LEFTIST MOVIES
common_voice_en_19708700.mp3	HE WROTE MANY PIECES FOR THE CULTURAL MAGAZINE
common_voice_en_30580116.mp3	MY HEART IS BROKEN FOR HIS FAMILY
common_voice_en_30580118.mp3	TEAMS WERE NOT ABLE TO FACE OPPONENTS FROM THE SAME COUNTRY IN THE GROUP
common_voice_en_20290.mp3	AS THEY SAT DOWN AT THE ONLY TABLE IN THE PLACE THE CRYSTAL MERCHANT LAUGHED
common_voice_en_514623.mp3	TOO YOUNG OR TOO OLD
common_voice_en_19621124.mp3	THE SCHOOL HAS DISCOUNTS FOR SIBLINGS AND EARLY PAYMENTS
common_voice_en_19621137.mp3	THE EGGS FLOAT FREELY WITH THE CURRENTS UNTIL HATCHING
common_voice_en_28458839.mp3	SHE THOUGHT HE WAS GETTING AWAY FROM MIRIAM
common_voice_en_641104.mp3	ZORA CAN YOU TEACH ME HOW TO YODEL
common_voice_en_641105.mp3	THE WHARF COULD BE SEEN AT THE FARTHER SHORE
common_voice_en_23896967.mp3	AFTER THEIR RELEASE THEY MOVED TO TORONTO
common_voice_en_23896971.mp3	THE HEADQUARTERS OF THE COMMUNIST LEAGUE ALSO MOVED TO LONDON
common_voice_en_19373318.mp3	OPEN HALFSPACES ARE SUCH EXAMPLES
common_voice_en_20296862.mp3	IT COULD SPEND ONE MONTH DOCKED
common_voice_en_20296863.mp3	WASHINGTON TOWNSHIP RESIDENTS HAVE ACCESS TO HARRISBURG AREA COMMUNITY COLLEGE
common_voice_en_19988815.mp3	ALSO SEE PICKENS COUNTY COURTHOUSE
common_voice_en_17571168.mp3	WAKE AND RISE AND STEP INTO THE GREEN OUTDOORS
common_voice_en_17571171.mp3	WHEN THERES A LOSS OF CABIN PRESSURE OXYGEN MASKS WILL AUTOMATICALLY DROP DOWN
common_voice_en_18541003.mp3	IT WOULD REACH HIS EARS FROM OTHERS
common_voice_en_22469604.mp3	WE WANT ONLY QUALITY TOURISTS NOT A BIG VOLUME
common_voice_en_19715449.mp3	HE DIVORCES ZAPHIA WHEN HE RETURNS HOME FROM THE WAR
common_voice_en_18828400.mp3	THEY REQUIRE MOVEMENT OF THE GLOTTIS DURING PRONUNCIATION AND HAVE A STACCATO SOUND
common_voice_en_18828401.mp3	FOR FURTHER BARONS SEE DUKE OF ABERCORN
common_voice_en_18758345.mp3	IT IS SITUATED ON THE SEAFRONT IN BANGOR COUNTY DOWN NORTHERN IRELAND
common_voice_en_18758347.mp3	IN THAT CASE THERE EXISTS AN ODD DARBOUX THEOREM
common_voice_en_26523110.mp3	I AM ALL AGAINST ANYTHING THAT INTERFERES WITH MY SLEEP
common_voice_en_17279812.mp3	BACON PANCAKES AND MAPLE SYRUP IS A HEARTY START TO ANY DAY
common_voice_en_26970470.mp3	TWO CAST MEMBERS HAD TO GUESS THE SONG TITLE BASED ON HIS ROUTINE
common_voice_en_26970472.mp3	I NEVER SAW IT BUT I KNOW SHES GOT IT
common_voice_en_18354220.mp3	NOWADAYS WE HAVE FEWER BUT LARGER FARMS
common_voice_en_18354223.mp3	JACQUELINE HAS AN ULCER ON HER BOTTOM LIP
common_voice_en_19635121.mp3	THE STORIES FEATUREDED THE FILM ACTOR ALAN LADD IN A VARIETY OF ADVENTUROUS SITUATIONS
common_voice_en_561897.mp3	MEN THINK AND PLAN AND SOMETIMES ACT
common_voice_en_27291502.mp3	INSTEAD OF BALLS OTHER SPHERICAL OBJECTS CAN BE USED SUCH AS BALLOONS
common_voice_en_19738882.mp3	LET ME EXPLAIN TO YOU
common_voice_en_20002085.mp3	THIS LEADS TO TONGS QUEST FOR A WOMAN WHO TRULY APPRECIATES HIS STRENGTHS
common_voice_en_18514961.mp3	WHEN YOU SAY NO SIR DO YOU MEAN YES SIR
common_voice_en_19708705.mp3	THEY OFTEN GRAZE ON WATER PLANTS IN TROPICAL SEAS
common_voice_en_19708707.mp3	IN TOTAL KIRTLEY HAS PLAYED ELEVEN ONE DAY INTERNATIONALS
common_voice_en_18211592.mp3	GREEDINESS BURST THE BAG
common_voice_en_18211602.mp3	EVERYONE SHOULD HAVE THE RIGHT TO EDUCATION
common_voice_en_32837856.mp3	HE SUPPORTS MANDATORY DEPORTATION OF ILLEGAL IMMIGRANTS
common_voice_en_32837934.mp3	SHE STUDIED KOREAN AT HANYANG UNIVERSITY IN SEOUL
common_voice_en_18181307.mp3	HE VOYAGED ON A SHIP CALLED THE BEAGLE
common_voice_en_18181326.mp3	WHAT THE EYE DOESNT SEE THE HEART DOESNT GRIEVE OVER
common_voice_en_78527.mp3	THE BOY CONTINUED TO LISTEN TO HIS HEART AS THEY CROSSED THE DESERT
common_voice_en_78528.mp3	THE CITY WAS STILL SLEEPING
common_voice_en_17271033.mp3	NEVER TO COME ON A GREEN TWIG NOT TO GET ON IN THE WORLD
common_voice_en_18241562.mp3	EVERYONE SHOULD HAVE THE RIGHT TO EDUCATION
common_voice_en_18241568.mp3	MAN IS THE HEAD BUT WOMAN TURNS IT
common_voice_en_19951112.mp3	HIS FACE APPEARS ON THE JAMAICAN ONE HUNDRED DOLLAR BANKNOTE
common_voice_en_32144245.mp3	PRIME WAS ONE OF THE FOUNDERS OF THE NEW YORK EYE AND EAR DISPENSARY
common_voice_en_19532961.mp3	THERES MORE EVIDENCE THAT THE BIBLE IS TRUE
common_voice_en_28197048.mp3	ALLIED AIR FORCES INCLUDED UNITS OF THE ROYAL NEW ZEALAND AIR FORCE
common_voice_en_28197049.mp3	THE SEMINARY OFFERS A THREE YEAR MASTER OF DIVINITY DEGREE PROGRAM FOR STUDENTS SEEKING ORDINATION
common_voice_en_32939059.mp3	KIM COON AND HANNAH NEWHOUSE PROVIDED REPORTS FROM PIT ROAD
common_voice_en_32939178.mp3	SOME OF THE WOUNDED FROM THE ATTACK WERE EVACUATED TO NEARBY ALI ABAD HOSPITAL
common_voice_en_373477.mp3	LIGHT MAPLE MAKES FOR A SWELL ROOM
common_voice_en_373478.mp3	I WAS WELL BUT IM ALL THE BETTER FOR BEING HERE
common_voice_en_21372560.mp3	HE SERVED IN THE FEDERAL LIBERAL CABINETS OF MACKENZIE KING AND LOUIS SAINT LAURENT
common_voice_en_21372561.mp3	ITS SEAT IS THE CITY OF ASSOMADA
common_voice_en_19940668.mp3	NO POWER ON EARTH DARES MAKE WAR UPON IT
common_voice_en_30990016.mp3	DOUGLAS FOWLEY PLAYED DOC HOLLIDAY
common_voice_en_30990018.mp3	IT IS WIDELY DISTRIBUTED IN NORTHEASTERN NORTH AMERICA
common_voice_en_31529682.mp3	IT BELONGS TO THE NYAYA PANCHAYAT OF SAGAR KHERA
common_voice_en_31529689.mp3	THE SONG HAD BEEN COMPOSED BY SONGWRITERS MARGARET LEWIS AND MYRA SMITH
common_voice_en_643157.mp3	SHE PUT THE AMPLIFIER ON MUTE UNTIL THEY CALMED DOWN
common_voice_en_643158.mp3	THE WOUND HEALED FASTER THAN ANYONE EXPECTED
common_voice_en_31682752.mp3	PAGE SAID HE LEFT LEE THERE AND WENT HOME
common_voice_en_31682774.mp3	THE LEAD SHAMAN AND THE FAMILY THEMSELVES WILL DANCE ALONG TO ENCOURAGE THE PATIENT
common_voice_en_21349470.mp3	MAX IS A HUMAN GRANTED SUPERHUMAN SPEED BY ANCIENT NATIVE AMERICAN RITUALS
common_voice_en_21349473.mp3	CHINA LEARNED FROM INDIA HOW TO PRODUCE SUGAR AND BEGAN TRADING IT TO JAPAN
common_voice_en_23593449.mp3	HE SAILED AS FAR NORTH AS THE QUEEN CHARLOTTE ISLANDS DURING HIS VOYAGE
common_voice_en_23593451.mp3	ARTHUR WAS RE ELECTED TO HIS SEAT
common_voice_en_18979305.mp3	THE DATA CABLES HAD TO BE ORIGINAL IN MOST CASES
common_voice_en_18979306.mp3	JAPAN CHINA SOUTH KOREA AND NORTH KOREA ARE EXAMPLES OF THIS FORM OF MONOCULTURALISM
common_voice_en_18317514.mp3	I CANT GO ELSEWHERE BY YOUR OWN ACCOUNT
common_voice_en_18317544.mp3	FOR A FEW MOMENTS HE ATE IN SILENCE
common_voice_en_19480238.mp3	KNOWLTON CREEK FLOWS THROUGH THE SOUTHEAST PART OF PROCTOR
common_voice_en_19609644.mp3	A FOURTH VOLUME THE BLUE KREMLIN IS PROJECTED
common_voice_en_19609648.mp3	TURKEY IS DISMANTLING THE INCENTIVE SYSTEM
common_voice_en_21413474.mp3	THIS ADD ON ALLOWED NOTES DOCUMENTS TO BE RENDERED AS WEB PAGES IN REAL TIME
common_voice_en_21440814.mp3	THEY SEEM TO TAKE THE STUFFING RIGHT OUT OF YOU
common_voice_en_19725350.mp3	THUS WHILE UNIONS DO EXIST IN RIGHT TO WORK STATES THEY ARE TYPICALLY WEAKER
common_voice_en_29947464.mp3	SHARP WAS BORN IN LONDON AND GREW UP IN NEWCASTLE UPON TYNE
common_voice_en_29947584.mp3	THE BRACTS ARE LONG AND REMAIN AFTER FLOWERING
common_voice_en_474449.mp3	THE TERM JUST MY TWO CENTS IS ABOUT OPINION NOT ABOUT MONEY
common_voice_en_474450.mp3	OVER REACHING CHEATS ITSELF
common_voice_en_22802253.mp3	INSTEAD TO YANKOVICS SURPRISE THE SONG HAS BECOME A FAN FAVORITE
common_voice_en_22802255.mp3	FOLLOWING HIS DEPARTURE FROM CUBA RAFAEL DIAZ BALART SPENT THE FOLLOWING YEARS LIVING IN SPAIN
common_voice_en_21321827.mp3	IT WAS TO USE JAZZ MUSIC AS A DRAW
common_voice_en_21321829.mp3	WHELAN SERVED THREE TERMS AS MAYOR OF ATLANTIC CITY
common_voice_en_19696556.mp3	TAYLOR CALLED THE DIPLOMA A VICTORY FOR THE OLD CONSERVATIVE NOBILITY
common_voice_en_23379807.mp3	I KNOW YOU ARE
common_voice_en_623388.mp3	A GROUP OF ASIAN MEN ON A BUSY AND CONGESTED PEDESTRIAN THOROUGHFARE EATING ICE CREAM CONES
common_voice_en_623389.mp3	A PHARMACISTS PREPARING PRESCRIPTIONS
common_voice_en_550726.mp3	THE DIRT PILES WERE LINES ALONG THE ROAD
common_voice_en_18425394.mp3	IN FACT IM SURE HE WAS
common_voice_en_18425397.mp3	CERTAINLY SHE WILL
common_voice_en_17815426.mp3	I DO NOT KNOW
common_voice_en_17815428.mp3	THIS IS REQUIRED IN ORDER FOR THE SECURITY PROOF TO WORK
common_voice_en_17562715.mp3	SALMON IS ONE OF THE MOST POPULAR FISH AND VERY DELICIOUS THOUGH USUALLY NOT SUSTAINABLE
common_voice_en_31697707.mp3	HE THEN EARNED CERTIFICATES IN SURGICAL TECHNOLOGY AND OCCUPATIONAL SAFETY FROM MONTANA TECHNOLOGICAL UNIVERSITY
common_voice_en_31697837.mp3	ALL MATCHES WERE HELD IN JAMAICA
common_voice_en_27654278.mp3	HE WAS FROM SONOMA COUNTY CALIFORNIA
common_voice_en_27654279.mp3	NO SEGMENT OF THIS STATE ROUTE IS INCLUDED WITHIN THE NATIONAL HIGHWAY SYSTEM
common_voice_en_29620298.mp3	THE RECTOR AND VISITORS OF THE UNIVERSITY OF VIRGINIA WEB
common_voice_en_29620306.mp3	THERE ARE NO PROVISIONS FOR MARTIAL LAW AS SUCH IN SWITZERLAND
common_voice_en_22239665.mp3	THREE
common_voice_en_22239668.mp3	FOUR
common_voice_en_18319801.mp3	BUT WELL JUST POSTPONE THIS
common_voice_en_665719.mp3	THEY HAD A LOT TO DIVULGE
common_voice_en_665720.mp3	WE KNOW WHAT YOURE UP TO
common_voice_en_30957953.mp3	LATER KABIR FINDS OUT THAT KAJOL IS HER SISTER AND THEY UNITE
common_voice_en_30957955.mp3	LATER HE STUDIED AT HARVARD UNIVERSITY AND THE AMERICAN UNIVERSITY
common_voice_en_17249432.mp3	SENTENCES ARE BUILT OF NOUNS VERBS AND SOMETIMES ADJECTIVES
common_voice_en_17249433.mp3	DO YOU SEE THAT
common_voice_en_30121828.mp3	THE CLAN LATER CHANGED ITS ALLEGIANCE TO THE NORTHERN COURT AND THE ASHIKAGA SHOGUNATE
common_voice_en_30121833.mp3	SHE STUDIES PUBLIC HEALTH AND THE SOCIAL DETERMINANTS OF HEALTH
common_voice_en_19984720.mp3	PLATINUM IS ALSO PRODUCED COMMERCIALLY AS A BY PRODUCT OF NICKEL ORE PROCESSING
common_voice_en_17622129.mp3	HAVE YOU PLAYED CHESS
common_voice_en_17622131.mp3	WHERE IS MY SHOE
common_voice_en_19935599.mp3	HE HAD BECOME A PART TIME REFRIGERATION TECHNICIAN
common_voice_en_19935606.mp3	IT BECAME PART OF THE LIMPOPO PROVINCE
common_voice_en_31427730.mp3	SHE WAS THE FIRST FEMALE HONORARY SECRETARY OF THE GHANA MEDICAL ASSOCIATION
common_voice_en_31427737.mp3	THE MOURNING PROCESS CURTAILED HIS WORK FOR ALMOST TWO YEARS
common_voice_en_30724007.mp3	THEY ARE SOMETIMES REFERRED TO AS THE KILLESHANDRA NUNS
common_voice_en_30724019.mp3	THE NOVEL FOLLOWS AKBARI FROM HIS BIRTH IN AFGHANISTAN TO HIS ARRIVAL IN ITALY
common_voice_en_17285930.mp3	NOT WHEN SOMEONE ELSE HOLDS THE PURSE STRINGS
common_voice_en_17285934.mp3	WHAT DID YOU THINK OF THAT TRIP
common_voice_en_19934887.mp3	HE IS BURIED IN SAINT STEPHENS CHURCHYARD PENRITH
common_voice_en_19934900.mp3	EVERY RALLY SCORES IF THERE IS NO NECESSITY TO REPEAT IT
common_voice_en_31643473.mp3	THE TOP HALF OF THE SCREEN SHOWS AN IMAGE OF THE CURRENT LOCATION
common_voice_en_31643692.mp3	HE WAS SENTENCED TO TWO YEARS OF PROBATION
common_voice_en_31813036.mp3	IT WAS ALSO DESIGNED TO GIVE PLAYERS MORE DETAILS ON PEARL AND MARINA
common_voice_en_31813038.mp3	THROUGH BOTH HER PARENTS SHE WAS RELATED TO OTHER LOCAL GENTRY FAMILIES
common_voice_en_29980358.mp3	THE INTERIOR WORK THROUGHOUT WAS OF CHESTNUT AND THE WALLS WERE PAINTED
common_voice_en_29980360.mp3	HEAD SHORT AND BROAD
common_voice_en_28872022.mp3	DESPITE PERSECUTIONS THE FAITH CONTINUED TO SPREAD
common_voice_en_28872024.mp3	FOUR OTHERS ALSO DIED IN THIS CRASH
common_voice_en_627540.mp3	THERES NOTHING MORE WE CAN DO TONIGHT
common_voice_en_627541.mp3	WE DRESS TO SUIT THE WEATHER OF MOST DAYS
common_voice_en_22298919.mp3	SIX
common_voice_en_22298921.mp3	YES
common_voice_en_31521959.mp3	SEVEN SEAS ENTERTAINMENT WILL PUBLISH THE MANGA IN NORTH AMERICA
common_voice_en_19854770.mp3	THIS IS AN EXAMPLE OF A CENTRAL PIT IMPACT CRATER
common_voice_en_21730661.mp3	HIS HIGH SCHOOL TRACK COACH WAS LEGENDARY COACH KYE COURTNEY
common_voice_en_32173816.mp3	KUDOH RUNS AWAY BEFORE AKI CAN GET TO HIM
common_voice_en_32173814.mp3	DR GADA HAS BEEN TEACHING AT UNIVERSITY OF OXFORD
